Mean,Variance,StD,Kurtosis,Max,Min,Skewness,Entropy,Constrast,Correlation,Energy,Homogeneity,Label
86,4.569321325962337,2.1375970915872657,0.24688082029575664,96,80,0.33179198875741694,9.696159387201638,459.3598484848484,0.8766438713292138,0.5178749654807311,0.7483135390292901,0
86,4.3577006651905625,2.0875106383418895,0.21902552156328792,94,80,0.4230790008961901,9.277520991214129,458.2264890282132,0.8566352300474271,0.6603755742432562,0.8139270885133438,0
86,5.769599999999999,2.401999167360388,-0.7192952585033421,91,82,0.29576029127370945,4.317103681908862,1165.04,0.2699723689328954,0.2280350850198276,0.5000220471665919,0
86,4.829717291255753,2.1976617781760126,-0.47872177668417315,92,83,0.27908716592392324,4.761854614230685,2121.311111111111,0.08796833620153104,0.16850834320114558,0.3181490558949437,0
86,3.3275000000000006,1.82414363469547,0.310141169285171,90,82,-0.46348024868979454,4.0941221960087075,2188.75,0.265560354520108,0.2301116878580679,0.43582327746767874,0
86,5.737347269533487,2.3952760320124873,-0.00970471180544985,94,81,0.2823228251695053,6.869672610826443,711.1439909297053,0.7953260757267928,0.5932750266302054,0.744421347881232,0
87,9.013527575442248,3.0022537493426915,-0.884186995313514,93,82,0.3044018512421481,4.532008972206654,1527.547619047619,0.522950131394372,0.22335313142016333,0.36949794068227865,0
85,2.7001607620745256,1.6432165901288014,0.303960562338899,92,81,0.3937294565281684,8.118620410611143,482.3996913580247,0.8552554983354735,0.626474978039861,0.8128050778989837,0
86,2.7059076262083774,1.6449643236886256,-0.3753021696514631,90,81,-0.14396049093851662,7.598216808738496,457.04282022886673,0.8331356021460435,0.726222837953992,0.8533558610325338,0
87,3.6280991735537187,1.904756985432451,-1.0324458673419092,91,84,0.1855823803086553,4.189415860152424,724.0,0.47467520924107265,0.2783882181415011,0.5100138389150292,0
69,5.410493652678062,2.3260467864335967,-0.6477744779008239,76,65,0.22030945086536063,7.087016563315274,296.2993827160493,0.8345549539594249,0.7250457889875912,0.8269518460052296,0
68,2.9722222222222223,1.7240134054647667,-0.18499432264826643,73,66,0.47162284792694986,4.681815671835323,794.5428571428571,-0.06728694751097233,0.19059520091609047,0.4371799388094583,0
69,4.4,2.0976176963403033,-0.4040220385674953,75,65,0.33284512206391176,6.514254635026785,401.7995337995337,0.7821794978482476,0.6983705935771022,0.8018733655681752,0
68,2.998677685950413,1.7316690463106434,-0.6488742437217412,73,66,0.15642435677979383,5.798775902862254,613.4953703703702,0.7408706242188553,0.4511929774283487,0.6824368553134791,0
68,1.625743645213629,1.2750465266858417,-0.6703339827331338,70,65,-0.2216734906385411,5.552783763879923,679.9415584415585,0.7036860373650108,0.4004446002736776,0.6805523592252475,0
69,7.288888888888889,2.6997942308422114,-0.06121802498512929,76,63,0.47161076869296187,5.415349239779301,768.3333333333333,0.68245756719417,0.44633927678392815,0.5872315720673572,0
68,4.330578512396695,2.0810042076835633,-1.0732037760037318,72,65,-0.18107683311714656,3.496049387804476,2338.1666666666665,-0.1096551360472474,0.23570226039551584,0.2834407470420469,0
68,3.0167938489998845,1.7368920084449362,-0.3994335270583158,73,64,0.055785265691303876,7.017187047895798,316.58730158730157,0.8191361301820864,0.721802835527352,0.8397367163316212,0
68,2.918175645088275,1.7082668541794854,-0.2781036591233046,73,65,0.23451773036257278,5.641599123434954,870.2456140350878,0.6311654873131323,0.3909171921957403,0.6392216108161245,0
68,4.472397959183674,2.114804473038506,-0.10407095909164221,74,63,0.24990060714367607,6.732925235171503,731.4112903225808,0.6835293130413099,0.4853351502998164,0.6549977262354302,0
68,1.0850661625708884,1.0416650913661687,1.144829972441081,70,65,-0.7792285682078042,4.233988839392587,1145.75,0.11302258193713831,0.2551551815399144,0.4417212741533407,0
69,4.706063404124346,2.1693463080210007,-0.6630225323279033,73,64,-0.10223042887474275,5.141171114122901,1174.05,0.5070328282629474,0.3446012188022556,0.48461457643572625,0
68,3.139987244897959,1.772000915603025,-0.3404240665672118,72,64,-0.46381370479440714,5.123628473631633,1180.9365079365082,0.4870492195102519,0.4593586072535804,0.6564039785804687,0
68,2.862283737024222,1.6918285187997695,-1.0423729090983915,72,65,0.22631926652692955,5.540956686713029,782.5714285714288,0.659569990599986,0.48187471019354766,0.6824547334157808,0
67,1.8934052960026992,1.3760106453086398,0.16700689007146474,71,64,-0.23314936574925862,5.442211188135616,648.4551282051283,0.7175084472619842,0.46373675199182685,0.7205435634290803,0
69,2.3703703703703702,1.539600717839002,-0.9169921874999996,71,66,-0.3044620560179668,4.394199611258378,908.1,0.4072477952836712,0.2345207879911715,0.530044139227513,0
68,3.3817868428612465,1.8389635240703517,-0.4152776781962939,74,64,0.3605336177380347,6.562083273260708,495.4673076923077,0.7858516840968153,0.5053303155468222,0.7231012297621289,0
68,0.5,0.7071067811865476,-1.0,69,67,0.0,3.8711469432150407,1156.6875,-0.1390522130991466,0.3336586953759785,0.46880407158635856,0
67,0.5763888888888888,0.7592027982620249,-1.255044273479463,69,67,0.14018086215548964,3.583456489996963,2301.583333333333,-0.32879746772004603,0.3333333333333333,0.25010869660533713,0
67,1.7170247933884297,1.3103529270347092,-0.5964594525628546,70,65,-0.15336261286706987,5.105758198441697,1165.0285714285715,0.37917930354076074,0.24369603013188545,0.5643425746547783,0
67,1.7212770426381012,1.3119744824645414,-0.2949972992803209,71,65,0.45352607248493526,6.02568004509257,541.9814814814814,0.7457714891134367,0.5865861508229466,0.7857404770737484,0
68,4.236686390532546,2.0583212554245622,-1.090107206391812,72,65,0.13857822424974472,4.356256345893634,944.2857142857143,0.4041747685334226,0.2157686780999031,0.45004869632806255,0
67,1.0998258722916527,1.0487258327568998,-0.28959412525613315,70,65,-0.05175636725058647,6.459783470694039,414.8074712643679,0.7835280586762086,0.6577047313256447,0.8266008658155566,0
68,3.160608287636384,1.7778099694951606,-0.20873255533732715,73,64,0.26006054777733867,5.988623391764097,746.0681818181818,0.6688310053278713,0.34502066053839026,0.6436723530887187,0
67,1.3504121185119178,1.1620723378998046,-0.7328419593813402,70,66,0.15365470899394884,5.303158161771895,668.909090909091,0.6857030634933834,0.5719336357285573,0.7733281155055934,0
68,2.149659863945578,1.4661718398419668,-1.0419003364845358,71,66,-0.31265685745068167,4.142904635810859,667.3500000000001,0.3521117530772507,0.2669269563007828,0.5850337475010134,0
67,1.6767346938775511,1.2948879078428184,-0.9959539369828656,70,65,0.10299766198565628,4.653776678228639,602.1944444444445,0.39887214005705157,0.2381448361039201,0.5778098525908513,0
68,2.409688030411423,1.5523169877352445,-0.20513874685057676,73,64,0.3501790005379674,7.378748353524655,347.2732793522267,0.8367287644769409,0.6091488193134914,0.8033231282603999,0
68,4.02728271484375,2.0068090877917983,0.12601343887487415,74,64,0.5941495722757572,5.950212490104121,454.4789915966386,0.7860541277260473,0.6031847206558675,0.7787339129998605,0
67,1.6062885802469131,1.2673944059553495,-0.6476279724482032,70,65,0.02818681903561535,5.375102503475446,783.2063492063492,0.6540025805003927,0.39167289842423403,0.6817849943770674,0
67,1.1588613406795225,1.076504222323128,-0.017024520231780915,69,65,-0.8623732648564617,4.594993390333978,860.5875000000001,0.6035933083087709,0.5425633603552676,0.7562908982320917,0
68,1.8763888888888887,1.3698134503971293,-0.6045788929547959,71,65,-0.5062272969179233,5.19275570829465,658.1190476190476,0.6948911330746433,0.329914439536929,0.6452691622606691,0
68,7.709342560553633,2.7765702873425755,-0.7653803880109207,75,64,0.3427744120867682,4.624160903534798,1105.3111111111114,0.4678009283889793,0.24944382578492943,0.48005426140592067,0
67,1.24609375,1.1162856937182344,-0.7371586364127709,70,66,0.12321145538903126,4.56421327884946,1009.5277777777778,0.4181301640832307,0.2437490107608923,0.5667156419497452,0
68,3.4082840236686387,1.846153846153846,-0.2755895543981448,72,65,-0.28320312500000716,4.356347450108112,1446.6222222222225,0.38683561875513867,0.3474776838024865,0.48581876752916175,0
68,1.534438775510204,1.2387246568589019,-0.5377122447414324,71,66,-0.14365418996836124,4.430652956552061,1315.0857142857142,0.2689067774226897,0.2276768207215604,0.38291931493432907,0
68,0.9333333333333333,0.9660917830792959,-0.09183673469387799,70,66,0.0,3.8065615571716784,1474.88,0.3530737768195766,0.34292856398964494,0.5400694941577587,0
69,2.6167800453514736,1.6176464525202883,-0.4320155348437633,72,66,-0.18039875615874287,4.142864337536195,954.24,0.4917715392061956,0.24819347291981714,0.4920420715598586,0
67,1.271808999081726,1.1277450949047512,-0.25248028776603126,71,66,0.5031857544281001,5.288129751336378,1013.1212121212124,0.5270559739838896,0.3152421522086311,0.628331616176659,0
68,1.539940828402367,1.2409435234539754,-1.2634880559869566,70,66,0.23580287035542732,4.356543469469942,967.8571428571428,0.38518380476263786,0.24484480715718013,0.48219036070006854,0
