Mean,Variance,StD,Kurtosis,Max,Min,Skewness,Entropy,Constrast,Correlation,Energy,Homogeneity,Label
101,4.819762598917118,2.1953957727291717,-1.0951894450460644,105,97,0.13582297344458977,5.683345855723647,1066.1333333333332,0.6915682603353921,0.2247683993210196,0.6041776871028963,1
100,9.064789307213548,3.0107788539202858,0.1506510587495491,111,93,0.650273696674501,7.890511709427226,496.61782945736417,0.8915016658201108,0.6318546946465826,0.7964291127260656,1
102,11.761691707900544,3.429532287047396,-0.6075505917474389,111,95,0.13568382963210582,7.140684325187575,627.8361823361823,0.876483172618371,0.38358387583474807,0.667047379214337,1
101,8.383469387755103,2.8954221432729117,-0.20043650647639044,109,93,0.2798430788046106,7.426140142146629,645.8888221153846,0.8583563136852032,0.6340513056625392,0.7857539619203375,1
104,28.167121936125316,5.307270667313409,0.04517465458704839,121,94,0.6168205936229657,7.886294588508149,498.23676470588225,0.8956635843959263,0.6492780813524667,0.7651816440142244,1
98,5.142819979188346,2.2677786442217736,1.9842402829211325,107,95,1.2339953485276958,5.918633600770631,1083.8830409356729,0.750474820065948,0.3032489394728462,0.623506436764945,1
105,6.987681660899653,2.643422338730543,-0.6427193040380073,112,101,0.4670833249915716,5.54095151843417,1000.6875,0.6523894209317267,0.17891212538872572,0.5543592908029393,1
111,30.756957596611198,5.5458955630818725,-0.9378810867183551,124,98,-0.13709349988128292,6.6695232159961835,793.4334365325076,0.8040567015568673,0.18654374797525206,0.47553618514132323,1
106,16.897167437707974,4.110616430379752,-0.7867101554889402,116,100,0.5952343550652223,5.80740098243301,1845.2857142857147,0.6693651208943504,0.48906214720078367,0.6162177300165331,1
108,10.305562130177515,3.210227738054968,-1.140834330664559,113,102,-0.2844838857068426,5.965703982650072,1242.570512820513,0.659683646719027,0.1895637574695031,0.46663969986766635,1
108,19.9604724147159,4.467714450892749,-0.5584304237766835,120,100,0.5767197636562404,7.692180071138912,437.84788189987165,0.9251937110821499,0.5176895308915849,0.7541119860893132,1
106,14.504674556213018,3.8085003027718165,-0.10835928616933366,117,100,0.8803795273797436,7.06412284287438,689.2716836734694,0.8782354162004151,0.4822314261053662,0.7003813015570453,1
105,11.662040816326531,3.414973033030646,0.8599468343826464,115,100,1.2179495341468434,5.7520526389599915,1023.4897959183675,0.8157909650131625,0.44703311836255827,0.6820320076675633,1
104,3.0153463648834022,1.7364752704497126,-0.7573729513711172,108,101,0.1533393449102917,5.780605091155328,1276.4945054945053,0.7602388382175442,0.38201633617074054,0.667044422985283,1
107,11.404160792857448,3.377004707260185,-0.9645223259920543,115,101,0.2844264815095937,6.128553795258995,844.4369747899159,0.8436445725975334,0.34619911016999194,0.5815201696134651,1
107,12.451784432067381,3.528708606851433,-0.16517398212065082,117,100,0.40880666528457726,7.216171231557077,898.7919655667145,0.8325188247963317,0.33293856866500837,0.6150556754235078,1
107,15.882142549824348,3.985240588700304,-0.9488967244974016,117,101,0.3200317757789738,7.345973840039774,755.1541666666668,0.8428592089408442,0.2684241133535317,0.6271490697635291,1
95,16.141618897928993,4.01766336294232,-0.3211683434826158,107,90,0.6989106369516926,6.435275455385212,2304.986522911051,0.4941900675503109,0.3340578627456532,0.4610738080565892,1
101,44.87503905325443,6.698883418395519,-1.338696895169987,112,90,-0.04540768262177365,6.880250675242376,939.6226053639843,0.80943104641312,0.3405276819669972,0.5654487554642741,1
95,9.861020604986381,3.1402262028373658,0.841777495739565,109,88,0.7023539009740061,7.415239276508798,438.66786226685804,0.8474720953574092,0.7791368464711215,0.8498941321370408,1
95,9.996236215137944,3.161682497522157,-1.1003653034453615,102,89,-0.10794218780692648,6.191818633311548,960.5097402597403,0.7919901768591855,0.4351315610934299,0.5746799995902676,1
96,6.539930555555555,2.557328793009525,-0.9342663845676427,101,92,0.1318754619847932,4.276316806157504,3230.15625,0.22298961117885036,0.21650635094610965,0.28295533391777405,1
93,5.142622222222223,2.267735042332376,-1.0787321344937644,98,89,0.14033606959113573,6.108955653941596,939.0807017543859,0.7868050712919316,0.44032641296410097,0.6593116873506254,1
110,27.75079837421977,5.267902654208767,-0.9386088884542314,121,97,0.10298188515213594,6.209463188332903,607.0462962962962,0.8670443145809782,0.2335784647114428,0.5918351781283208,1
106,32.359375,5.688530126491377,-0.9634316855446241,118,98,0.3019494387480868,4.968396440281753,1850.3312500000002,0.6006412051569894,0.6452954749570154,0.6742361683259535,1
110,48.943121585451685,6.995936076426919,-0.6432926425796128,128,99,0.7666656503437284,7.221323923800798,733.1911764705884,0.880665383481348,0.46647227590224266,0.7003057399885518,1
109,14.824343321730723,3.850239384990331,-0.29780586413048304,122,99,0.2833163213417882,8.245551477784186,300.6971830985915,0.9398072397298777,0.6893962160925161,0.8374315886831587,1
107,12.603982300884956,3.5502087686338895,-0.4000063594162757,117,102,0.6443338677560696,6.518605573414003,666.358024691358,0.866208233944136,0.2969065218226232,0.6135859783180282,1
105,3.980992778329619,1.9952425362169932,1.644465929595131,113,102,0.9914396219403301,6.361125188299365,1584.9472222222223,0.7157257644018377,0.41784093789708543,0.6829970916713082,1
108,17.907006057210882,4.231667054153822,-0.5042669545865581,120,101,0.5536352068702133,6.227761451655669,1375.1188405797102,0.768909477869092,0.4561466137650453,0.5987969755193797,1
110,29.484514061943756,5.429964462309469,-0.7365689079172371,124,102,0.5013590959867832,6.166315727215373,1251.6239316239319,0.7733319858608523,0.2915551115677895,0.4707364173963633,1
106,3.5008264462809917,1.8710495574091541,-0.9057759337875564,110,103,0.33432960383021126,5.105790243535871,1356.875,0.629426537139492,0.22069448268477398,0.46407402850374874,1
108,8.59651333753413,2.931981128440995,-0.356392863728046,115,103,0.35066461458828857,5.332354469792495,1012.1052631578947,0.8284368671900557,0.466074451469773,0.6936834251951957,1
112,67.11212636985277,8.192199116833818,-0.2970725937691623,133,98,0.7408802992015844,6.99863762262754,771.5686956521739,0.8721262129590374,0.34228631930831427,0.5170416451475601,1
107,13.13841629909683,3.624695338797018,-0.9664933416655805,115,101,0.34749545148479494,5.3321556064082865,1811.1547619047617,0.574043824478434,0.19579624051664912,0.3970791703676475,1
111,53.56079112158225,7.3185238348715,-0.5725472596374028,131,100,0.5191937102312035,5.940658176650732,1196.884848484848,0.7602129693789959,0.2293841317306128,0.3719327491945492,1
109,25.66623263888889,5.066185215612324,-1.0614330047737566,121,101,0.2541882152781314,6.35505009603097,1375.0,0.7176840477071985,0.22700454860807834,0.39465437703439243,1
108,13.553875236294893,3.6815588052202686,-0.6281015154963425,117,102,0.3169804020301783,4.926680049857626,1829.2037037037035,0.5679489291201031,0.18885257457751053,0.3292761937131375,1
110,20.416865069095802,4.518502525073523,-0.9467836567068781,121,100,-0.02161255852397871,6.725399125232837,1737.8156565656564,0.6706245038140956,0.24367705533179357,0.4103097806052806,1
108,8.3788159892056,2.894618453130844,-0.6379231329839867,115,103,0.11929271469347455,5.442062329926808,1339.141414141414,0.7000168574347515,0.2202622473470356,0.49288087917152196,1
112,44.03251814028487,6.635700275048962,-0.4517251401855509,128,100,0.5823475076456506,6.59404357162754,1154.349358974359,0.7536123922128475,0.20074954057422562,0.41146601616853157,1
95,43.653016502437346,6.607042946919397,-1.1062699698905054,107,83,-0.3023656423745609,6.653047692833187,655.4298245614035,0.8578630003940488,0.4063798269007844,0.5736900776755809,1
87,4.606264666870727,2.1462210200421405,-0.5828226454279322,92,83,0.29568964167771333,5.693431387118482,1416.3949579831933,0.45280785808589574,0.1798397862103588,0.3971365925284904,1
89,13.614035087719298,3.6897201909791613,-1.114816930598363,96,83,0.16973879518696317,5.140805748573355,844.0333333333335,0.7868331674464083,0.48904669170404047,0.6978081899270273,1
88,16.516158983802,4.064007748984,0.24454340496859484,100,82,0.9359784986104223,6.978105913142496,672.1971207087486,0.8207139651889213,0.5669296746232967,0.7277104779838406,1
89,14.227393150116507,3.771921678682699,-0.5682987512732911,99,83,0.44368876971561166,6.273872204081725,722.8193277310925,0.7752030227856342,0.24487184440476312,0.5050561310324052,1
88,25.209999999999997,5.020956084253276,1.1925789431624159,107,79,1.1238740829414877,6.695460424988047,622.0842803030301,0.7912110410550148,0.7070138795593599,0.7709530278730865,1
86,4.968915325002145,2.22910639607044,-0.8096361026718846,92,83,0.38719215946571234,6.3293924638146075,808.3285714285714,0.7823755155661855,0.51568372595557,0.7018642602854934,1
86,2.7899999999999996,1.6703293088490065,-0.5889698231009382,90,84,0.12617433404030481,4.787307135947869,1210.2142857142858,0.3003096107144677,0.1970588733005577,0.40716585130173516,1
95,16.641617624867962,4.079413882516453,-0.6917877580202871,104,86,0.09774584394442032,6.046459039981135,1019.2479166666668,0.7262375761572669,0.6593659491216627,0.7309518948056856,1
98,43.820622837370244,6.619714709666138,-0.8849108807249904,113,88,0.47614752450356784,5.539013334576817,843.936507936508,0.8096783855608977,0.30335737862883166,0.4327773869665458,1
101,53.5,7.314369419163897,-0.8619446938597264,117,89,0.3174189725891109,5.701185780864739,1191.4603174603178,0.7576038316476198,0.5569356440967009,0.610352935581711,1
98,29.029276197178817,5.387882348119604,-0.2785007623601863,113,87,0.30150689516401324,7.819757264579767,397.85975609756093,0.914347447754554,0.5915301779127022,0.7345455551162924,1
92,7.454152249134948,2.7302293400252933,0.38233677974948055,100,87,0.7946521807659339,5.723151054033188,1232.6666666666667,0.7074540243457227,0.3784308081316977,0.5984496643063163,1
92,8.755555555555558,2.9589788028229536,-0.9420366409853371,98,88,0.3373825968845307,4.499297847225291,1102.4166666666665,0.7421492094365711,0.46218082079540157,0.670016164698119,1
94,15.589451585663351,3.9483479565083104,-0.9663108936532128,103,86,0.15732002281126672,6.774501983110575,977.8497536945813,0.7449940606861809,0.25637069578106914,0.5073795127992557,1
95,10.368608799048753,3.2200324220493113,-1.0575942681592476,102,91,0.1552828519226358,4.465345146958274,2296.057142857143,0.3291599467462705,0.18405855323893036,0.31302426135726885,1
103,6.211168639053254,2.4922216271939486,-0.6732627313892632,109,99,0.36569961641879783,5.049564182782282,1551.2323232323233,0.7082975827323909,0.42550317716819286,0.6232471516694951,1
105,10.635269422892975,3.261176079713111,-0.6449563436447612,115,99,0.25577700143109117,6.365990492287606,918.9492753623188,0.8331128563490309,0.5020814804104321,0.670180231939856,1
104,13.928819444444445,3.7321333637002367,0.4286570848931506,116,96,0.5972171398601887,6.067794429878132,1152.3468749999997,0.7875535064734732,0.5059267872553299,0.6284332110097494,1
107,23.68112592565827,4.866325711012188,-0.2183278443208323,127,97,0.4541149984865304,8.723670734097407,420.45442992011635,0.9219399308391439,0.6094188612976275,0.7712503613619163,1
105,18.04040404040404,4.247399679851667,-0.16850168474723892,115,97,0.1722503955066721,4.594313236283642,1482.233766233767,0.7253321940103659,0.536019196973739,0.6132370952981081,1
112,40.389886578449904,6.355303814803027,-0.6604069169179279,124,100,-0.2417609365346025,4.925658654583948,1574.1759259259259,0.7464844371294502,0.5310167021829506,0.5911583300428949,1
103,8.188812360882894,2.8616100993816214,0.5255572259984196,113,98,0.8049930145625754,7.781591236805308,505.3093622795114,0.879754758220701,0.70607951139458,0.8418698032370735,1
88,6.728395061728396,2.593915006650834,-0.8363437421092468,94,84,0.311754481491211,4.68170554524966,1268.1904761904761,0.5427128631835172,0.20342866060279835,0.45996593311695466,1
94,33.070153061224495,5.7506654450789,-0.9785835120416801,105,83,0.17029172802107384,5.122098222533889,1224.140625,0.526945714867824,0.1410583600411546,0.2578372537213318,1
94,35.8364966349773,5.986359213660445,-0.7631260291650634,109,82,0.23871765033107867,7.944637855401419,426.30729166666674,0.902774201739903,0.5682980128541419,0.7268132472566193,1
89,11.497849733350677,3.390847937220228,-0.18152679989324794,99,83,0.7124261112354531,7.304475261161096,640.5538720538718,0.8352110093920314,0.5474688199843946,0.7123528452332009,1
109,11.520466408229296,3.3941812574211907,-0.4510459734587977,117,102,0.4127424899659669,6.296626959021408,1019.0576923076926,0.8086214959959559,0.3006403422440432,0.5648309860112852,1
107,9.170559959520995,3.028293241996388,-0.7731870888236618,116,101,0.2559522283034028,6.135171328585037,1144.5066666666664,0.8037878505756182,0.45582647770591145,0.6243784825107895,1
112,40.641872535039376,6.375097845134565,-0.9586355818133994,126,100,0.3512646884359192,7.421361973840813,785.2906846240181,0.8682583444227231,0.34701013259805774,0.6119395364221529,1
108,13.611194868561716,3.6893352881734285,-0.6763188563650875,117,101,0.1800718837184062,6.35030861833538,999.1787439613529,0.6574622320712558,0.13765996955338172,0.33749727656281275,1
107,13.909825964488709,3.729587908132574,-0.3332494039562537,117,101,0.683838356855541,6.739919690335148,1137.0854166666668,0.799086234158202,0.38206595289440676,0.6073992863749963,1
106,4.750652448601222,2.1795991486053627,-0.5679635486205123,112,101,-0.046767309539958314,6.7717248419914835,760.5036231884059,0.8651569621378692,0.45559523247945977,0.7404370941234035,1
107,5.423391003460207,2.328817511841623,-1.002459954926144,113,104,0.010143554335774758,5.541030229296855,1093.5178571428573,0.7583757486833617,0.2534047490413996,0.614819760090428,1
110,29.88122585456502,5.4663722755192055,-0.1500290127404309,126,99,0.6430233854639035,7.446530718869543,625.3198717948719,0.8886723917008278,0.6137812981183034,0.7548840204247137,1
106,6.83234180638183,2.6138748643310814,-0.8227018594817967,111,101,0.39651202666798285,5.552656869576633,1510.79020979021,0.7250620995656009,0.36788135489685697,0.6948299080679392,1
107,8.345989480604867,2.8889426232801627,-1.0699802676351022,113,101,-0.03696428506042757,5.454958598740168,1865.0,0.6497601339094146,0.2931013367432863,0.43430429507447793,1
108,29.789913135787852,5.458013662110773,0.7944508982354059,130,102,1.1099090775831089,6.843571992678408,914.6973684210527,0.8437391221465735,0.5174333727506769,0.6668088306187852,1
109,19.319336475485095,4.395376715992054,-0.47760484037338724,121,100,0.3053893355408966,7.3650049840879745,891.3438003220608,0.8470135302059326,0.5420910308814807,0.7173768889556046,1
109,22.08482084119118,4.699448993359879,-1.077619688954225,119,101,0.26366456320716003,6.114979357743805,1098.0584795321638,0.6944800178765614,0.16142893265312588,0.3902078888253574,1
108,20.800921550094515,4.560802730890091,0.6500991691457974,122,101,1.1579380408533142,5.619524737955544,967.5147058823528,0.8163241271600618,0.3143328602911626,0.5795495940989877,1
81,5.522545492129569,2.350009679156571,-0.06740844996193962,89,76,0.4295880092629775,8.34099299824443,234.24591250552368,0.9165566211756484,0.6764533079276491,0.8326812654704215,0
81,7.373842324854168,2.7154819691638847,-0.17466863376615338,90,74,0.25703376634952524,7.49332193352479,336.73482096523094,0.881862361542228,0.6660173146567628,0.7964085843478172,0
80,3.7243825800336863,1.9298659487212282,-0.012961479391759845,87,74,0.2846930749213485,9.186578766692891,297.57929731243007,0.8687141641014146,0.7501275345388402,0.8637669179497349,0
80,3.666756248320344,1.9148776066162412,1.1026089154365506,87,76,0.6369335454091927,5.902349260629582,1082.0666666666666,0.6634707776821578,0.4324811331787267,0.646767230188521,0
80,4.895963992214534,2.2126825330838886,0.5324044375690984,88,76,0.7784615743317305,6.704039978204094,825.5265957446807,0.7242071278678375,0.5793547393823724,0.7224212250857305,0
79,3.012267561983471,1.7355885347580142,-0.18301567216720738,84,76,0.13641896262605058,5.575713079457887,704.2894736842104,0.7791615428729884,0.4468844130984657,0.6947546523146505,0
80,2.2295918367346936,1.493181782883348,-1.0930465154030204,83,78,-0.23775938321883872,4.430643883584489,1713.2333333333333,0.320699456065259,0.24267032964268392,0.5467082474432574,0
79,1.7789140559140975,1.3337593695693752,-0.32838965900050754,83,77,0.2344864502310665,6.693183869440766,773.8592592592594,0.7565871926526243,0.46027925858632135,0.7079828803347916,0
80,3.735038870118,1.9326248653367781,-0.13741628986029442,87,74,0.2809886714721981,8.443688627656297,441.03463203463207,0.861692627621238,0.5296830804097774,0.7551678807565918,0
80,4.201677693761813,2.0497994276908686,-0.013696456566975268,86,76,0.5713626170457156,5.620076835573368,991.5714285714286,0.6899741641219861,0.47495430376085207,0.6749398559758875,0
80,2.7633136094674566,1.6623217526903318,-0.8142822425706941,84,78,0.1221765213920674,4.356497983982517,1624.7714285714287,0.4389383961070766,0.25071326821120354,0.48004076194046374,0
79,3.5703407247160626,1.8895345259391432,0.16990071050273503,85,74,0.2892790811307612,7.162112334380749,614.240927419355,0.7996802972790062,0.5256145441894426,0.7196680438260266,0
79,3.2923120978639244,1.8144729531916215,0.17982390629585332,86,74,0.21848245368554653,8.558265786226979,423.6218067382452,0.8456238848505158,0.6474870504201086,0.8028587190843275,0
79,2.8402366863905315,1.6853001769389724,-0.6835416666666694,83,76,-0.4575765532491021,4.761950860269464,1218.5000000000005,0.5694019273386262,0.29369436077497374,0.610746003960764,0
79,3.4241060657702755,1.8504340209178698,0.2580681940473979,85,74,0.42916360066235326,7.334709217377847,538.6438923395445,0.8110617778582607,0.6096295860698849,0.785294204850934,0
79,1.322314049586777,1.1499191491521379,-0.6211718749999933,82,78,0.5143642256617729,4.189550025047259,1867.7083333333333,0.25165461335314465,0.2517301244498869,0.5292122755110633,0
80,2.8676,1.6933989488599548,-0.8390939656046514,84,77,0.18650447097167094,5.0104125248314215,1464.4395604395609,0.5445481503703962,0.3802737686373248,0.5516847812717118,0
80,2.1052631578947367,1.4509525002200232,-0.24499999999999966,82,77,-0.62028219384406,4.04288615218258,1290.3,0.3756638078072265,0.25495097567963926,0.3350310534666249,0
79,1.665008650519031,1.2903521420600776,-0.8105538154529266,82,77,-0.11305611497653177,5.317987642155235,852.5833333333333,0.6884583067285706,0.29919597117385566,0.6406465382544588,0
79,3.250456359714125,1.8029022047005558,-0.21259188869306822,84,74,0.07920066975551265,8.27842426267396,509.749527410208,0.8332119997870583,0.5511646985411166,0.7683177236944079,0
79,1.4682265802541876,1.211703998612775,-0.49440079384505164,82,77,-0.07783312307076679,5.789843651969353,991.3349999999998,0.6852119178265881,0.4182104733265298,0.6615258519673769,0
80,2.87109375,1.6944302139657448,-0.5608440927391363,84,77,0.11411939266959074,5.257271557543948,1494.8690476190477,0.39822639374287105,0.20960496263879777,0.5012284650769143,0
78,1.6709332371852652,1.2926458282086648,-0.4258497375872752,82,76,0.08680680882647294,5.958290055853741,781.1214285714286,0.7461105423373621,0.49472987888465425,0.7232354714016315,0
79,2.2677277828792977,1.505897666801864,-0.15382378831646504,83,76,-0.061466624354952745,5.693551697792543,1591.227272727273,0.3835959389140332,0.22434989234789168,0.49625389549830745,0
79,3.995476126559203,1.9988687116864887,-0.2605819905249649,86,75,0.29177390401391823,8.130038487612659,445.04825174825186,0.8528704102036032,0.5732864829729457,0.7596386936826425,0
79,6.749375,2.597955927262816,0.18681094761365458,87,76,0.7499485108859355,4.786962195838071,979.2870370370371,0.6525005514480032,0.5872881808851661,0.7144589376350606,0
78,2.5130148071703617,1.585249130947676,-0.041498810475287584,84,75,0.3142237131032021,7.942161067820358,501.6131092436975,0.8128910840274607,0.6494932269661229,0.8071730968940156,0
79,5.109375,2.2603926650031405,-0.509463288724294,85,75,-0.0395725674876402,5.480238220260352,508.9583333333332,0.7680071253371656,0.22060227692236847,0.548543126663988,0
79,3.429827840979901,1.8519794385953374,-0.3713017778657668,83,74,-0.1403459909973577,6.566398715558114,647.0345394736842,0.7824917833532397,0.5665491763146651,0.7415607503145789,0
78,2.9242687015839977,1.7100493272370823,-0.05526758546683963,83,74,-0.13429123286454436,5.630977093803184,625.9030303030304,0.797354972701411,0.4174125555202776,0.6945624556991069,0
79,4.621928166351607,2.1498670113175855,0.32469485114231267,86,74,0.4734795715910643,6.313182221149521,550.671052631579,0.804844095812426,0.6192746126297299,0.7509393688999891,0
80,2.8901384083044985,1.700040707837462,-0.8022734779746181,83,77,0.02118950988602829,4.6247478456639595,1578.8249999999998,0.3003863063356483,0.21139418156609704,0.3325396610184561,0
79,4.063326008945888,2.0157693342607153,0.3573773344154323,88,74,0.41133959267056447,8.484762014215757,299.3571212121212,0.8714625305027348,0.7328771042011472,0.8564861250292075,0
79,2.079365079365079,1.4420003742596876,-0.725132568032163,82,77,-0.1676353794445689,4.8361179081681165,1002.9876543209875,0.6847718191476223,0.4481158373550996,0.6506094989387982,0
79,5.327775000000001,2.308197348581789,-0.2789674719073658,87,74,0.14183279439639168,7.4951252380958024,442.85333333333335,0.8452859168627205,0.31713805071274015,0.6303034383523078,0
79,3.19774673854699,1.7882244653697674,-0.3058547131881988,84,75,0.2889393385544276,7.124225378211868,658.1939799331104,0.789678608431696,0.5030465506167263,0.7459479585910184,0
78,2.0783901413272043,1.4416622840759914,0.2756598536397381,83,74,0.09793551045101744,6.754437185048491,642.7734375,0.7783233746433326,0.5845549371574253,0.7811371187927714,0
79,1.4853553115519882,1.21875153807164,-0.3913574059498095,82,77,0.2535691895050576,6.361183869648912,656.9666666666667,0.7748633736296432,0.3536555134904901,0.6980173455436027,0
80,2.5160523186682524,1.5862068965517242,-0.6393353725865776,83,77,-0.05658749075366596,4.465711617586157,2016.875,-0.027274545051197596,0.1926379375927805,0.421923525321013,0
